id,Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population,Race,Ethnicity
1948,2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1949,2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1950,2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1951,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,1055.0,New,Aggravated Misdemeanor,Property,Theft,Yes,White , Non-Hispanic
1952,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,45-54,Female,D Felony,Public Order,OWI,No,,No Recidivism,,,,No,White , Non-Hispanic
1953,2010,2013,7JD,Parole,White - Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,285.0,Tech,,,,Yes,White , Hispanic
1954,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1955,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1956,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1957,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1958,2010,2013,4JD,Parole,White -,45-54,Male,D Felony,Violent,Assault,Yes,100.0,Tech,,,,Yes,White ,
1959,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,694.0,New,D Felony,Public Order,OWI,No,White , Non-Hispanic
1960,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No,White , Non-Hispanic
1961,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
1962,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
1963,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
1964,2010,2013,8JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,Yes,172.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes,White , Non-Hispanic
1965,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,51.0,Tech,,,,No,White , Non-Hispanic
1966,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,Yes,625.0,New,A Felony,Violent,Kidnap,No,White , Non-Hispanic
1967,2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,OWI,Yes,198.0,Tech,,,,Yes,White , Non-Hispanic
1968,2010,2013,NSD,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,Yes,185.0,New,Aggravated Misdemeanor,Public Order,Weapons,No,American Indian or Alaska Native , Non-Hispanic
1969,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1970,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No,White , Non-Hispanic
1971,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No,White , Non-Hispanic
1972,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No,White , Non-Hispanic
1973,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No,White , Non-Hispanic
1974,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No,White , Non-Hispanic
1975,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No,White , Non-Hispanic
1976,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,198.0,New,C Felony,Drug,Trafficking,No,White , Non-Hispanic
1977,2010,2013,7JD,Parole,American Indian or Alaska Native - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes,108.0,Tech,,,,Yes,American Indian or Alaska Native , Non-Hispanic
1978,2010,2013,3JD,Parole,White - Non-Hispanic,55 and Older,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1979,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Arson,No,,No Recidivism,,,,No,Black , Non-Hispanic
1980,2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1981,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Serious Misdemeanor,Drug,Drug Possession,Yes,1089.0,New,D Felony,Property,Forgery/Fraud,No,White , Non-Hispanic
1982,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No,White , Non-Hispanic
1983,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No,Black , Non-Hispanic
1984,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No,Black , Non-Hispanic
1985,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Violent,Sex,No,,No Recidivism,,,,No,White , Non-Hispanic
1986,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Violent,Sex,No,,No Recidivism,,,,No,White , Non-Hispanic
1987,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Violent,Sex,No,,No Recidivism,,,,No,White , Non-Hispanic
1988,2010,2013,4JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,Yes,213.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes,White , Non-Hispanic
1989,2010,2013,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1990,2010,2013,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1991,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1992,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,White , Non-Hispanic
1993,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,299.0,New,Aggravated Misdemeanor,Property,Theft,No,White , Non-Hispanic
1994,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,847.0,New,Aggravated Misdemeanor,Public Order,Traffic,No,White , Hispanic
1995,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,45-54,Female,C Felony,Violent,Sex,No,,No Recidivism,,,,No,White , Non-Hispanic
1996,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,473.0,New,Simple Misdemeanor,Property,Theft,No,White , Non-Hispanic
1997,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,25-34,Male,C Felony,Violent,Assault,Yes,495.0,New,Aggravated Misdemeanor,Violent,Assault,No,White , Hispanic
1998,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,523.0,New,D Felony,Drug,Other Drug,Yes,White , Non-Hispanic
1999,2010,2013,3JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Drug Possession,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2000,2010,2013,7JD,Parole,Black - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,Yes,306.0,New,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,Yes,Black , Non-Hispanic
2001,2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2002,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,Sex Offender Registry/Residency,Yes,604.0,New,D Felony,Drug,Trafficking,No,Black , Non-Hispanic
2003,2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,608.0,New,Serious Misdemeanor,Public Order,OWI,Yes,White , Non-Hispanic
2004,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2005,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2006,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2007,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2008,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2009,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2010,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2011,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2012,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
2013,2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,520.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes,Black , Non-Hispanic
2014,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,Yes,145.0,New,Aggravated Misdemeanor,Violent,Assault,No,Black , Non-Hispanic
2015,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,Felony - Enhanced,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
2016,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,303.0,New,Aggravated Misdemeanor,Property,Theft,No,White , Non-Hispanic
2017,2010,2013,5JD,Parole,White - Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,920.0,New,Aggravated Misdemeanor,Public Order,OWI,Yes,White , Hispanic
2018,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,No,Black , Non-Hispanic
2019,2010,2013,2JD,Parole,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,Yes,752.0,New,Aggravated Misdemeanor,Property,Theft,Yes,Black , Non-Hispanic
2020,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Public Order,OWI,Yes,494.0,New,D Felony,Public Order,OWI,Yes,White , Non-Hispanic
2021,2010,2013,4JD,Special Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Sex,Yes,113.0,Tech,,,,Yes,White , Non-Hispanic
2022,2010,2013,1JD,Parole,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,Yes,1058.0,New,Aggravated Misdemeanor,Property,Theft,Yes,Black , Non-Hispanic
2023,2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Yes,449.0,New,C Felony,Drug,Trafficking,Yes,White , Non-Hispanic
2024,2010,2013,2JD,Parole,White - Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,White , Hispanic
2025,2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,349.0,Tech,,,,Yes,White , Non-Hispanic
2026,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2027,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,295.0,New,D Felony,Violent,Assault,No,Black , Non-Hispanic
2028,2010,2013,7JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes,720.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Black , Non-Hispanic
2029,2010,2013,4JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Sex,Yes,54.0,Tech,,,,Yes,White , Non-Hispanic
2030,2010,2013,NSD,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,Yes,641.0,New,D Felony,Public Order,OWI,No,American Indian or Alaska Native , Non-Hispanic
2031,2010,2013,5JD,Parole,White - Hispanic,Under 25,Male,B Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes,White , Hispanic
2032,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,45-54,Female,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No,White , Non-Hispanic
2033,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,71.0,Tech,,,,Yes,White , Non-Hispanic
2034,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Drug,Other Drug,No,,No Recidivism,,,,No,White , Non-Hispanic
2035,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,142.0,Tech,,,,Yes,White , Non-Hispanic
2036,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No,White , Hispanic
2037,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No,White , Hispanic
2038,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No,White , Hispanic
2039,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No,White , Hispanic
2040,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No,White , Hispanic
2041,2010,2013,NSD,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,55 and Older,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,American Indian or Alaska Native , Non-Hispanic
2042,2010,2013,5JD,Parole,American Indian or Alaska Native - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,American Indian or Alaska Native , Non-Hispanic
2043,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,629.0,New,D Felony,Property,Theft,Yes,White , Non-Hispanic
2044,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
2045,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
2046,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Theft,Yes,922.0,New,D Felony,Property,Forgery/Fraud,Yes,White , Non-Hispanic
2047,2010,2013,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2048,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Serious Misdemeanor,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
2049,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,393.0,New,C Felony,Violent,Robbery,No,White , Non-Hispanic
2050,2010,2013,8JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Vandalism,Yes,268.0,Tech,,,,Yes,Black , Non-Hispanic
2051,2010,2013,3JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
2052,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Drug,Other Drug,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2053,2010,2013,NSD,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,45-54,Male,B Felony,Violent,Sex,No,,No Recidivism,,,,No,American Indian or Alaska Native , Non-Hispanic
2054,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,595.0,New,D Felony,Property,Forgery/Fraud,No,White , Non-Hispanic
2055,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2056,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2057,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2058,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Violent,Sex,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2059,2010,2013,5JD,Parole,White - Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,124.0,Tech,,,,Yes,White , Hispanic
2060,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2061,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2062,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No,White , Hispanic
2063,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,No,Black , Non-Hispanic
2064,2010,2013,5JD,Parole,Asian or Pacific Islander - Non-Hispanic,25-34,Male,B Felony,Other,Other Criminal,Yes,728.0,Tech,,,,Yes,Asian or Pacific Islander , Non-Hispanic
2065,2010,2013,2JD,Parole,White - Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,1087.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes,White , Hispanic
2066,2010,2013,5JD,Parole,Black - Non-Hispanic,55 and Older,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
2067,2010,2013,2JD,Special Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Sex,Yes,486.0,Tech,,,,Yes,White , Non-Hispanic
2068,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
2069,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,Yes,700.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,No,Black , Non-Hispanic
2070,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,421.0,New,D Felony,Drug,Drug Possession,Yes,White , Non-Hispanic
2071,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
2072,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No,White , Hispanic
2073,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2074,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Violent,Sex,No,,No Recidivism,,,,No,White , Non-Hispanic
2075,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Violent,Sex,No,,No Recidivism,,,,No,White , Non-Hispanic
2076,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Violent,Sex,No,,No Recidivism,,,,No,White , Non-Hispanic
2077,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Violent,Sex,No,,No Recidivism,,,,No,White , Non-Hispanic
2078,2010,2013,6JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Public Order,OWI,Yes,456.0,Tech,,,,Yes,White , Non-Hispanic
2079,2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,459.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,White , Non-Hispanic
2080,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,White , Non-Hispanic
2081,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No,Black , Non-Hispanic
